 2026-05-07 16:25:51,137 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:25:55,521 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:26:00,711 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:26:03,385 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:29:49,255 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:30:37,441 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:31:06,898 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:32:00,399 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:32:07,300 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:32:20,148 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:32:43,302 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:32:51,130 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:32:55,215 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:33:47,323 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:33:50,530 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:52:57,965 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:53:11,734 | INFO | src.repository.user | Fetching User with email : amoghshukla1616@gmail.com 
 2026-05-07 16:53:36,854 | INFO | src.router.resource | Updating the price of resource with Resource DI : 6a56e937-849d-41c6-bc92-915f224bdfff 
 2026-05-07 16:55:54,645 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:56:36,665 | INFO | src.repository.user | Fetching User with email : amoghshukla1616@gmail.com 
 2026-05-07 16:56:43,495 | INFO | src.repository.user | Fetching User with email : amoghshukla1616@gmail.com 
 2026-05-07 16:56:51,691 | INFO | src.router.resource | Updating the price of resource with Resource DI : 6a56e937-849d-41c6-bc92-915f224bdfff 
 2026-05-07 16:57:34,229 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:57:37,473 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:57:50,686 | INFO | src.router.resource | Updating the price of resource with Resource DI : 6a56e937-849d-41c6-bc92-915f224bdfff 
 2026-05-07 16:58:26,337 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:58:30,471 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:58:32,144 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:58:36,421 | INFO | src.router.resource | Updating the price of resource with Resource DI : 6a56e937-849d-41c6-bc92-915f224bdfff 
 2026-05-07 16:58:58,415 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:03,505 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:03,553 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:20,401 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:23,253 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:45,329 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:51,777 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:53,265 | INFO | main | Admin Already Exists!!! 
 2026-05-07 16:59:59,217 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:00:04,528 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:00:07,062 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:00:11,189 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:00:14,056 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:01:21,929 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:01:37,296 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:01:45,099 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:01:46,453 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:01:54,106 | INFO | main | Admin Already Exists!!! 
 2026-05-07 17:02:00,079 | INFO | main | Admin Already Exists!!! 
